ImageId,Label
42372,20359
42373,15115
42374,26638
42375,26750
42376,25925
42377,2133
42378,1507
42379,10937
42380,40022
42381,8587
42382,40841
42383,9287
42384,19235
42385,19012
42386,37234
42387,15190
42388,15670
42389,2308
42390,18815
42391,11494
42392,29448
42393,20745
42394,18934
42395,37075
42396,20849
42397,6072
42398,27979
42399,15590
42400,40324
42401,19346
42402,3611
42403,31786
42404,6761
42405,6650
42406,38443
42407,14109
42408,34689
42409,1072
42410,34908
42411,26603
42412,40309
42413,28254
42414,14733
42415,41324
42416,37858
42417,32815
42418,13688
42419,40000
42420,22165
42421,40974
42422,17426
42423,41658
42424,37953
42425,32677
42426,40073
42427,11836
42428,10551
42429,41839
42430,19955
42431,27485
42432,13037
42433,34731
42434,27647
42435,15807
42436,970
42437,30931
42438,33071
42439,27967
42440,28044
42441,3309
42442,27788
42443,7563
42444,22929
42445,39908
42446,11110
42447,35297
42448,4581
42449,23638
42450,2307
42451,23550
42452,11874
42453,4725
42454,22872
42455,12007
42456,16035
42457,23534
42458,28956
42459,27266
42460,19363
42461,30837
42462,37266
42463,9146
42464,28443
42465,24208
42466,36772
42467,260
42468,7813
42469,4138
42470,2738
42471,38753
42472,495
42473,7148
42474,11195
42475,23635
42476,5015
42477,16843
42478,8364
42479,3960
42480,37039
42481,24686
42482,41250
42483,2100
42484,9392
42485,24800
42486,12186
42487,26486
42488,5446
42489,3477
42490,37632
42491,30916
42492,36801
42493,6827
42494,11256
42495,5040
42496,33459
42497,30640
42498,2235
42499,11467
42500,38581
42501,8592
42502,34812
42503,13909
42504,10963
42505,41490
42506,14499
42507,40531
42508,11750
42509,23365
42510,12309
42511,12797
42512,2024
42513,20675
42514,18413
42515,11195
42516,8129
42517,30522
42518,9925
42519,26520
42520,2054
42521,41280
42522,18949
42523,19064
42524,1385
42525,1559
42526,20943
42527,8941
42528,15261
42529,14120
42530,5232
42531,31124
42532,26384
42533,13534
42534,106
42535,9856
42536,20234
42537,16111
42538,24927
42539,10983
42540,10653
42541,30245
42542,31587
42543,41554
42544,25163
42545,23881
42546,5749
42547,35593
42548,40667
42549,35613
42550,39342
42551,10806
42552,20831
42553,4655
42554,21086
42555,18524
42556,38403
42557,6373
42558,32221
42559,21179
42560,242
42561,13407
42562,7137
42563,6788
42564,33666
42565,3539
42566,1122
42567,6492
42568,28312
42569,12198
42570,26316
42571,25899
42572,33143
42573,41341
42574,15505
42575,2567
42576,7633
42577,6802
42578,22926
42579,17230
42580,31316
42581,30513
42582,18994
42583,7882
42584,16761
42585,771
42586,40913
42587,11246
42588,18902
42589,28950
42590,3670
42591,16930
42592,40020
42593,13754
42594,2242
42595,39193
42596,9303
42597,1538
42598,21612
42599,934
42600,9452
42601,23273
42602,32332
42603,33743
42604,7994
42605,8797
42606,40412
42607,27986
42608,33169
42609,12318
42610,22589
42611,30942
42612,1700
42613,39997
42614,31830
42615,6682
42616,23844
42617,34735
42618,6916
42619,26903
42620,15641
42621,16285
42622,21359
42623,28406
42624,25494
42625,29686
42626,33131
42627,41361
42628,30259
42629,20267
42630,32571
42631,2920
42632,18759
42633,35248
42634,30856
42635,16064
42636,1296
42637,2853
42638,227
42639,14113
42640,29510
42641,22787
42642,33458
42643,37472
42644,6231
42645,32620
42646,2042
42647,18274
42648,13678
42649,5279
42650,18665
42651,10932
42652,41225
42653,38375
42654,41871
42655,28998
42656,32254
42657,23469
42658,34410
42659,13941
42660,18111
42661,39149
42662,40407
42663,30391
42664,14854
42665,206
42666,36158
42667,22124
42668,32063
42669,28282
42670,1516
42671,9048
42672,28508
42673,149
42674,16455
42675,6520
42676,15130
42677,40440
42678,18725
42679,19363
42680,16610
42681,36600
42682,31391
42683,18814
42684,31098
42685,858
42686,15766
42687,25970
42688,12033
42689,22816
42690,1486
42691,9629
42692,1516
42693,10839
42694,3960
42695,22614
42696,39487
42697,40724
42698,12045
42699,20842
42700,22944
42701,30414
42702,38088
42703,16802
42704,6087
42705,25543
42706,40833
42707,31874
42708,14966
42709,15129
42710,753
42711,7217
42712,5138
42713,33692
42714,652
42715,17367
42716,19743
42717,6541
42718,40531
42719,11276
42720,14251
42721,40220
42722,21524
42723,30579
42724,12418
42725,36462
42726,9078
42727,21250
42728,25042
42729,2425
42730,4626
42731,10725
42732,21644
42733,11776
42734,32516
42735,37605
42736,16732
42737,9249
42738,2726
42739,23778
42740,28934
42741,5278
42742,29922
42743,22253
42744,25740
42745,15272
42746,327
42747,24622
42748,11077
42749,15296
42750,2283
42751,4549
42752,29908
42753,5058
42754,29409
42755,37927
42756,5414
42757,16425
42758,9031
42759,24510
42760,22889
42761,13221
42762,27880
42763,32759
42764,30354
42765,30378
42766,27802
42767,26204
42768,23508
42769,23215
42770,20656
42771,26737
42772,23681
42773,24390
42774,24649
42775,1200
42776,35684
42777,13621
42778,20402
42779,364
42780,5372
42781,21127
42782,1302
42783,27790
42784,35725
42785,26838
42786,1524
42787,38900
42788,18801
42789,27761
42790,28201
42791,10052
42792,33860
42793,29665
42794,5358
42795,1292
42796,25752
42797,41670
42798,3093
42799,15252
42800,38831
42801,34097
42802,40487
42803,22619
42804,34450
42805,6067
42806,18629
42807,20360
42808,9891
42809,11312
42810,31382
42811,1105
42812,12062
42813,7998
42814,10488
42815,2824
42816,41133
42817,38972
42818,15867
42819,33344
42820,11018
42821,11011
42822,31039
42823,34226
42824,22285
42825,4804
42826,10136
42827,36991
42828,35100
42829,41475
42830,37475
42831,6933
42832,32657
42833,32020
42834,6613
42835,13917
42836,30523
42837,22238
42838,23112
42839,168
42840,9396
42841,16134
42842,38591
42843,21960
42844,21508
42845,27473
42846,5774
42847,17895
42848,41192
42849,29541
42850,18596
42851,7908
42852,8817
42853,32016
42854,1587
42855,10051
42856,39065
42857,11344
42858,24435
42859,9393
42860,19056
42861,20660
42862,26369
42863,18773
42864,15997
42865,11001
42866,12795
42867,3999
42868,28870
42869,16245
42870,18004
42871,36928
42872,30522
42873,27488
42874,8015
42875,18843
42876,23909
42877,15846
42878,18616
42879,18671
42880,21025
42881,40986
42882,31388
42883,21170
42884,28652
42885,11563
42886,3445
42887,12275
42888,13230
42889,17192
42890,21284
42891,34791
42892,36329
42893,5008
42894,34053
42895,22466
42896,13392
42897,9423
42898,25216
42899,34227
42900,23617
42901,36176
42902,30627
42903,38245
42904,4765
42905,18672
42906,25918
42907,8605
42908,16424
42909,22712
42910,15802
42911,1901
42912,40485
42913,33522
42914,35879
42915,37062
42916,24746
42917,27743
42918,35124
42919,40173
42920,32903
42921,37661
42922,15595
42923,29453
42924,7609
42925,40101
42926,2705
42927,4156
42928,26173
42929,18020
42930,12743
42931,41119
42932,19654
42933,28460
42934,23164
42935,1628
42936,7822
42937,28932
42938,9519
42939,41970
42940,6319
42941,20592
42942,23615
42943,2283
42944,19619
42945,9625
42946,37679
42947,14882
42948,9921
42949,19277
42950,4490
42951,10900
42952,19557
42953,14173
42954,19305
42955,2333
42956,13880
42957,38696
42958,15595
42959,33597
42960,32937
42961,26691
42962,3404
42963,25836
42964,38972
42965,21289
42966,2441
42967,12179
42968,32051
42969,7735
42970,4429
42971,39463
42972,4083
42973,21773
42974,9530
42975,37483
42976,36864
42977,17917
42978,32103
42979,39294
42980,12548
42981,15209
42982,4974
42983,29613
42984,20900
42985,26834
42986,4917
42987,18938
42988,29579
42989,35773
42990,33524
42991,35594
42992,30258
42993,17224
42994,17894
42995,27014
42996,4447
42997,2405
42998,21482
42999,9463
43000,6715
43001,28306
43002,31199
43003,9788
43004,6283
43005,4307
43006,2948
43007,15253
43008,9494
43009,13654
43010,41019
43011,11257
43012,2802
43013,20219
43014,41377
43015,26986
43016,31458
43017,1078
43018,36730
43019,29767
43020,40356
43021,18849
43022,8212
43023,26575
43024,3695
43025,1036
43026,3695
43027,8865
43028,3518
43029,11629
43030,31900
43031,35020
43032,10424
43033,40384
43034,39402
43035,7508
43036,37985
43037,18931
43038,11062
43039,33727
43040,13195
43041,17156
43042,17743
43043,34733
43044,23120
43045,28294
43046,8705
43047,6010
43048,38792
43049,13060
43050,13359
43051,13173
43052,34866
43053,13710
43054,27248
43055,10797
43056,28694
43057,19619
43058,28504
43059,39227
43060,27042
43061,20012
43062,10208
43063,41110
43064,8660
43065,33049
43066,17823
43067,5622
43068,34067
43069,12043
43070,12483
43071,36132
43072,34323
43073,31676
43074,27542
43075,1129
43076,1888
43077,38848
43078,30708
43079,7909
43080,37599
43081,8129
43082,17674
43083,7050
43084,28118
43085,28008
43086,25860
43087,18816
43088,13595
43089,11225
43090,15038
43091,2037
43092,33252
43093,10147
43094,1410
43095,20152
43096,11775
43097,13009
43098,35174
43099,11314
43100,17978
43101,29084
43102,40820
43103,27786
43104,8452
43105,40248
43106,32921
43107,40957
43108,20502
43109,17085
43110,22399
43111,32547
43112,2241
43113,9578
43114,21964
43115,14421
43116,16099
43117,27660
43118,161
43119,3629
43120,23114
43121,12942
43122,14221
43123,25513
43124,38190
43125,2398
43126,9108
43127,14497
43128,5518
43129,17739
43130,36656
43131,22548
43132,35766
43133,23857
43134,20035
43135,40531
43136,33361
43137,31560
43138,15911
43139,1794
43140,37655
43141,30502
43142,11031
43143,29861
43144,28938
43145,36723
43146,27014
43147,1449
43148,35091
43149,33760
43150,5570
43151,19085
43152,22789
43153,2719
43154,15997
43155,18161
43156,16390
43157,10500
43158,41939
43159,2646
43160,17125
43161,28533
43162,32598
43163,31810
43164,7151
43165,11847
43166,1449
43167,30649
43168,19508
43169,4945
43170,23561
43171,8071
43172,2813
43173,13927
43174,10563
43175,10934
43176,29969
43177,1224
43178,337
43179,20199
43180,25135
43181,17872
43182,6550
43183,28654
43184,30332
43185,33250
43186,31963
43187,21185
43188,21277
43189,20272
43190,9676
43191,1052
43192,24941
43193,32592
43194,22885
43195,23857
43196,27868
43197,35820
43198,36178
43199,5143
43200,5058
43201,6349
43202,36480
43203,13065
43204,17056
43205,2715
43206,36749
43207,34133
43208,17864
43209,19041
43210,9078
43211,36113
43212,17626
43213,37065
43214,1814
43215,29356
43216,39297
43217,31400
43218,27852
43219,2698
43220,32937
43221,40946
43222,13028
43223,16458
43224,26917
43225,40523
43226,990
43227,15658
43228,10415
43229,26187
43230,5567
43231,17171
43232,13710
43233,38840
43234,33753
43235,30076
43236,31210
43237,41046
43238,27683
43239,16641
43240,24190
43241,25791
43242,31172
43243,40441
43244,22722
43245,16287
43246,12200
43247,19383
43248,5315
43249,27043
43250,30850
43251,12829
43252,23982
43253,17648
43254,16669
43255,11478
43256,2397
43257,34105
43258,25527
43259,16856
43260,20519
43261,38510
43262,2941
43263,416
43264,24118
43265,4955
43266,2285
43267,27646
43268,13196
43269,38383
43270,2523
43271,7571
43272,28805
43273,3898
43274,29862
43275,32861
43276,15893
43277,35044
43278,15686
43279,25888
43280,21125
43281,2684
43282,352
43283,962
43284,12087
43285,227
43286,1182
43287,9688
43288,34492
43289,23237
43290,23923
43291,21824
43292,6485
43293,14777
43294,34216
43295,29214
43296,26168
43297,11330
43298,23894
43299,7626
43300,26292
43301,5011
43302,11679
43303,19251
43304,10061
43305,35217
43306,9200
43307,21676
43308,11691
43309,18038
43310,31266
43311,16734
43312,16026
43313,19957
43314,17427
43315,22642
43316,7172
43317,17419
43318,28804
43319,11992
43320,16811
43321,27892
43322,23246
43323,32315
43324,22988
43325,32633
43326,18277
43327,14597
43328,7595
43329,27650
43330,18405
43331,8251
43332,34898
43333,22376
43334,20492
43335,5933
43336,7326
43337,1220
43338,38967
43339,39593
43340,26031
43341,31013
43342,31213
43343,9090
43344,29689
43345,11611
43346,36668
43347,26257
43348,10655
43349,32394
43350,8470
43351,4916
43352,37017
43353,10715
43354,26478
43355,5550
43356,35363
43357,11843
43358,7998
43359,30009
43360,38324
43361,29592
43362,27570
43363,17026
43364,12832
43365,40066
43366,29451
43367,23424
43368,320
43369,34745
43370,18209
43371,26230
43372,29976
43373,28315
43374,26320
43375,1560
43376,31828
43377,14601
43378,26104
43379,33964
43380,41480
43381,23618
43382,12761
43383,39968
43384,38195
43385,33776
43386,34661
43387,4232
43388,14535
43389,19241
43390,27244
43391,29414
43392,30814
43393,9599
43394,17084
43395,12410
43396,5604
43397,24565
43398,23903
43399,6296
43400,28959
43401,34026
43402,9686
43403,34374
43404,25615
43405,7144
43406,7579
43407,30365
43408,5129
43409,12217
43410,3743
43411,32510
43412,6683
43413,10474
43414,15213
43415,23714
43416,40926
43417,29183
43418,20155
43419,19644
43420,13036
43421,34193
43422,13152
43423,12924
43424,15140
43425,19994
43426,26434
43427,24927
43428,21822
43429,13226
43430,29498
43431,12471
43432,36877
43433,12395
43434,8413
43435,17849
43436,7368
43437,8152
43438,17831
43439,33987
43440,14015
43441,19844
43442,6664
43443,34670
43444,15335
43445,17571
43446,11709
43447,14418
43448,10213
43449,33373
43450,8464
43451,12940
43452,3274
43453,12493
43454,12386
43455,28948
43456,22674
43457,19937
43458,16427
43459,8227
43460,7843
43461,16970
43462,16736
43463,9382
43464,17500
43465,8132
43466,33075
43467,30110
43468,26823
43469,692
43470,14692
43471,20085
43472,17406
43473,22460
43474,15519
43475,38373
43476,33550
43477,29966
43478,27567
43479,34653
43480,2192
43481,35550
43482,20332
43483,25725
43484,28804
43485,19985
43486,28895
43487,7636
43488,2331
43489,21316
43490,40145
43491,11626
43492,2831
43493,33253
43494,37577
43495,10266
43496,15531
43497,17652
43498,36070
43499,7737
43500,13311
43501,39834
43502,13822
43503,23258
43504,39876
43505,823
43506,25899
43507,28816
43508,10870
43509,8945
43510,30178
43511,33866
43512,27865
43513,22029
43514,24974
43515,8816
43516,37047
43517,19794
43518,29026
43519,17616
43520,847
43521,9287
43522,24096
43523,6909
43524,2494
43525,34408
43526,120
43527,27650
43528,2969
43529,28014
43530,12865
43531,10567
43532,40691
43533,23953
43534,26169
43535,24590
43536,5997
43537,26582
43538,4093
43539,15908
43540,27209
43541,32727
43542,30017
43543,9354
43544,17329
43545,25526
43546,20718
43547,40510
43548,37368
43549,8221
43550,7003
43551,27207
43552,23564
43553,39342
43554,8212
43555,34007
43556,30857
43557,41547
43558,17689
43559,25005
43560,12066
43561,23681
43562,7280
43563,10259
43564,9940
43565,11062
43566,23769
43567,5678
43568,30983
43569,16400
43570,29404
43571,19101
43572,20153
43573,879
43574,37759
43575,33753
43576,32191
43577,11770
43578,11839
43579,37349
43580,276
43581,20216
43582,31277
43583,24370
43584,27957
43585,19183
43586,3479
43587,12691
43588,41798
43589,17565
43590,12079
43591,13618
43592,3945
43593,29029
43594,26179
43595,37524
43596,29321
43597,37222
43598,36262
43599,36370
43600,16258
43601,18883
43602,7763
43603,24988
43604,2606
43605,34218
43606,24734
43607,39582
43608,8098
43609,2117
43610,34730
43611,34827
43612,754
43613,18867
43614,33336
43615,23915
43616,25816
43617,22997
43618,16210
43619,20494
43620,4557
43621,23909
43622,24942
43623,10984
43624,19837
43625,27723
43626,40209
43627,41698
43628,4978
43629,27638
43630,10250
43631,23125
43632,11771
43633,27580
43634,3280
43635,3898
43636,39150
43637,12378
43638,1927
43639,15469
43640,37908
43641,38968
43642,33866
43643,3205
43644,14188
43645,37258
43646,15872
43647,8876
43648,33324
43649,24484
43650,21425
43651,28144
43652,26390
43653,34296
43654,28367
43655,24489
43656,28901
43657,25872
43658,11257
43659,32597
43660,40625
43661,8559
43662,18867
43663,15153
43664,32989
43665,11320
43666,21277
43667,39741
43668,3606
43669,18477
43670,14488
43671,6646
43672,13506
43673,32982
43674,37839
43675,8151
43676,28868
43677,28204
43678,20404
43679,32709
43680,12241
43681,38881
43682,4386
43683,19543
43684,29700
43685,14931
43686,12680
43687,38520
43688,15863
43689,10937
43690,3725
43691,33130
43692,11223
43693,29308
43694,34534
43695,33463
43696,20612
43697,19275
43698,36531
43699,13505
43700,29545
43701,24576
43702,5554
43703,20129
43704,18138
43705,10310
43706,36124
43707,18449
43708,40027
43709,29342
43710,38108
43711,5559
43712,22688
43713,17397
43714,20658
43715,662
43716,15345
43717,3205
43718,37801
43719,5588
43720,12558
43721,17690
43722,18953
43723,25278
43724,25061
43725,17161
43726,5177
43727,14458
43728,2547
43729,18780
43730,31923
43731,15558
43732,18498
43733,2501
43734,6322
43735,33142
43736,38202
43737,20831
43738,9471
43739,31460
43740,35991
43741,24438
43742,34582
43743,11750
43744,31835
43745,31675
43746,34239
43747,36809
43748,32927
43749,10147
43750,21301
43751,34616
43752,14368
43753,7410
43754,2247
43755,27255
43756,12908
43757,38589
43758,20902
43759,13675
43760,41229
43761,22125
43762,5683
43763,16789
43764,2189
43765,36199
43766,40286
43767,149
43768,13019
43769,26571
43770,11180
43771,12766
43772,1639
43773,33109
43774,13188
43775,1720
43776,16384
43777,18485
43778,38089
43779,36944
43780,16073
43781,5726
43782,2075
43783,3515
43784,2047
43785,24540
43786,5793
43787,25353
43788,14858
43789,33113
43790,508
43791,40958
43792,28800
43793,4573
43794,20212
43795,10990
43796,4619
43797,4768
43798,22098
43799,20295
43800,4923
43801,31468
43802,29417
43803,34671
43804,7603
43805,9048
43806,3085
43807,9876
43808,29338
43809,31854
43810,19464
43811,3393
43812,5867
43813,16624
43814,29053
43815,3736
43816,19329
43817,11083
43818,13939
43819,31274
43820,759
43821,34009
43822,165
43823,17407
43824,9048
43825,4890
43826,324
43827,28050
43828,15817
43829,40375
43830,28213
43831,8713
43832,32214
43833,8437
43834,10347
43835,17080
43836,40957
43837,27201
43838,18854
43839,14016
43840,39500
43841,38290
43842,23477
43843,28515
43844,22120
43845,17302
43846,39259
43847,40574
43848,37456
43849,20258
43850,15162
43851,27231
43852,11032
43853,14428
43854,34343
43855,30457
43856,8545
43857,14271
43858,37017
43859,3101
43860,20995
43861,29094
43862,27963
43863,20678
43864,13147
43865,11390
43866,37756
43867,33191
43868,25303
43869,16097
43870,10984
43871,4092
43872,39785
43873,33070
43874,7256
43875,38975
43876,32637
43877,16649
43878,36960
43879,17160
43880,8856
43881,4090
43882,403
43883,27969
43884,1626
43885,3104
43886,39070
43887,35843
43888,15769
43889,34225
43890,36137
43891,2850
43892,17393
43893,35883
43894,37473
43895,15589
43896,39552
43897,23195
43898,10518
43899,4998
43900,40591
43901,27975
43902,26928
43903,7263
43904,39419
43905,14018
43906,30139
43907,6550
43908,29283
43909,40201
43910,40003
43911,21844
43912,23870
43913,2389
43914,27816
43915,18912
43916,12491
43917,40302
43918,27465
43919,38387
43920,31754
43921,4148
43922,25700
43923,23550
43924,7170
43925,18205
43926,5066
43927,22946
43928,3070
43929,21217
43930,23129
43931,25300
43932,25964
43933,7024
43934,13488
43935,34889
43936,26359
43937,40080
43938,16471
43939,14200
43940,39701
43941,536
43942,10505
43943,3436
43944,21578
43945,4982
43946,24166
43947,31981
43948,11234
43949,26653
43950,12629
43951,40815
43952,6394
43953,25116
43954,5857
43955,18710
43956,9180
43957,2375
43958,26257
43959,17586
43960,37985
43961,34677
43962,4478
43963,26223
43964,9606
43965,22385
43966,2924
43967,21611
43968,16175
43969,19470
43970,1077
43971,15778
43972,10381
43973,33648
43974,8179
43975,23808
43976,36548
43977,1491
43978,18794
43979,38408
43980,4984
43981,2820
43982,17018
43983,28626
43984,40492
43985,21565
43986,2588
43987,6172
43988,30154
43989,39613
43990,7068
43991,5577
43992,9601
43993,17038
43994,25390
43995,20876
43996,18140
43997,39772
43998,34318
43999,3576
44000,20481
44001,33650
44002,36401
44003,12454
44004,5532
44005,39380
44006,9760
44007,39516
44008,7479
44009,33294
44010,37642
44011,3419
44012,13360
44013,10455
44014,3305
44015,31265
44016,10507
44017,28638
44018,31077
44019,5435
44020,30709
44021,40323
44022,502
44023,20029
44024,28221
44025,21619
44026,32372
44027,13680
44028,24518
44029,13954
44030,6297
44031,28605
44032,22744
44033,39681
44034,26796
44035,27104
44036,28934
44037,38668
44038,20424
44039,21373
44040,23082
44041,15230
44042,13758
44043,40038
44044,10605
44045,14045
44046,6783
44047,32481
44048,32525
44049,27627
44050,14966
44051,13916
44052,22876
44053,12200
44054,368
44055,1499
44056,11985
44057,16763
44058,29378
44059,21834
44060,17656
44061,18407
44062,13482
44063,38795
44064,33036
44065,25588
44066,19125
44067,13845
44068,1939
44069,12350
44070,41653
44071,40571
44072,12667
44073,40595
44074,11182
44075,41444
44076,24303
44077,8207
44078,25658
44079,29581
44080,34824
44081,18140
44082,688
44083,20875
44084,8147
44085,34040
44086,3505
44087,26272
44088,4527
44089,40841
44090,17329
44091,36172
44092,17740
44093,4007
44094,34798
44095,5520
44096,660
44097,31429
44098,3830
44099,10914
44100,12855
44101,2865
44102,27684
44103,23475
44104,9763
44105,33662
44106,20369
44107,41664
44108,10952
44109,10068
44110,41259
44111,5337
44112,27928
44113,23748
44114,26627
44115,34773
44116,1791
44117,31578
44118,18505
44119,32894
44120,20050
44121,35761
44122,7050
44123,7574
44124,16903
44125,12305
44126,35095
44127,16309
44128,20203
44129,25573
44130,38917
44131,6018
44132,13228
44133,26324
44134,23159
44135,26141
44136,3294
44137,31584
44138,32391
44139,5527
44140,39336
44141,1516
44142,8240
44143,28934
44144,39014
44145,22882
44146,40309
44147,28492
44148,22892
44149,5249
44150,22782
44151,12051
44152,15455
44153,12924
44154,29803
44155,4365
44156,26928
44157,2651
44158,34909
44159,15785
44160,2349
44161,34617
44162,28789
44163,39512
44164,35529
44165,5072
44166,14324
44167,28154
44168,16854
44169,28182
44170,3326
44171,14037
44172,35555
44173,8468
44174,26002
44175,27821
44176,1677
44177,2
44178,23312
44179,11070
44180,39364
44181,40377
44182,1492
44183,13382
44184,3984
44185,40961
44186,467
44187,17071
44188,28322
44189,3110
44190,23623
44191,33997
44192,38086
44193,33340
44194,25106
44195,13754
44196,30920
44197,9030
44198,23744
44199,33753
44200,35843
44201,20145
44202,7479
44203,5917
44204,19787
44205,11110
44206,1437
44207,35573
44208,41444
44209,21151
44210,24238
44211,8275
44212,6794
44213,20214
44214,21637
44215,15864
44216,31050
44217,4470
44218,26050
44219,35176
44220,6365
44221,5249
44222,31795
44223,20133
44224,16296
44225,3614
44226,39159
44227,16236
44228,29784
44229,4453
44230,2286
44231,1160
44232,26232
44233,2555
44234,2107
44235,20062
44236,1188
44237,29314
44238,11482
44239,40278
44240,34364
44241,12349
44242,4824
44243,10394
44244,9427
44245,7425
44246,29109
44247,41211
44248,40040
44249,5989
44250,39330
44251,18762
44252,27940
44253,37119
44254,20030
44255,16661
44256,14077
44257,33028
44258,18533
44259,15870
44260,40088
44261,1765
44262,36735
44263,27500
44264,37977
44265,18354
44266,39687
44267,17062
44268,19447
44269,21019
44270,22625
44271,10561
44272,13110
44273,30718
44274,1601
44275,11127
44276,6779
44277,28262
44278,38844
44279,30400
44280,14461
44281,21396
44282,17037
44283,35075
44284,41820
44285,31507
44286,31837
44287,13638
44288,4163
44289,33736
44290,3114
44291,33146
44292,21634
44293,8015
44294,23546
44295,33277
44296,6074
44297,36533
44298,30849
44299,41519
44300,30830
44301,33617
44302,5064
44303,31468
44304,4447
44305,29101
44306,31730
44307,1923
44308,13766
44309,22932
44310,21327
44311,26096
44312,20987
44313,7874
44314,16414
44315,32530
44316,27728
44317,18214
44318,33235
44319,25200
44320,16649
44321,23127
44322,3809
44323,4060
44324,1075
44325,6921
44326,29117
44327,15195
44328,3855
44329,20787
44330,2441
44331,26179
44332,9178
44333,3167
44334,3388
44335,15041
44336,25431
44337,26895
44338,36724
44339,9954
44340,23280
